549 .fgCPY06/cosa.sig
  1 .fgCPY06/cosa.txt
550 total
549 .fgCPY06/cosa.sig
  2 .fgCPY06/cosa.txt
551 total
549 .fgCPY06/cosa.sig
  3 .fgCPY06/cosa.txt
552 total
549 .fgCPY06/cosa.sig
  4 .fgCPY06/cosa.txt
553 total
549 .fgCPY06/cosa.sig
  5 .fgCPY06/cosa.txt
554 total
549 .fgCPY06/cosa.sig
  6 .fgCPY06/cosa.txt
555 total
549 .fgCPY06/cosa.sig
  7 .fgCPY06/cosa.txt
556 total
549 .fgCPY06/cosa.sig
  8 .fgCPY06/cosa.txt
557 total
549 .fgCPY06/cosa.sig
  9 .fgCPY06/cosa.txt
558 total
549 .fgCPY06/cosa.sig
 10 .fgCPY06/cosa.txt
559 total
549 .fgCPY06/cosa.sig
 11 .fgCPY06/cosa.txt
560 total
549 .fgCPY06/cosa.sig
 12 .fgCPY06/cosa.txt
561 total
549 .fgCPY06/cosa.sig
 13 .fgCPY06/cosa.txt
562 total
549 .fgCPY06/cosa.sig
 14 .fgCPY06/cosa.txt
563 total
549 .fgCPY06/cosa.sig
 15 .fgCPY06/cosa.txt
564 total
549 .fgCPY06/cosa.sig
 16 .fgCPY06/cosa.txt
565 total
549 .fgCPY06/cosa.sig
 17 .fgCPY06/cosa.txt
566 total
549 .fgCPY06/cosa.sig
 18 .fgCPY06/cosa.txt
567 total
549 .fgCPY06/cosa.sig
 19 .fgCPY06/cosa.txt
568 total
549 .fgCPY06/cosa.sig
 20 .fgCPY06/cosa.txt
569 total
549 .fgCPY06/cosa.sig
 21 .fgCPY06/cosa.txt
570 total
549 .fgCPY06/cosa.sig
 22 .fgCPY06/cosa.txt
571 total
549 .fgCPY06/cosa.sig
 23 .fgCPY06/cosa.txt
572 total
549 .fgCPY06/cosa.sig
 24 .fgCPY06/cosa.txt
573 total
549 .fgCPY06/cosa.sig
 25 .fgCPY06/cosa.txt
574 total
549 .fgCPY06/cosa.sig
 26 .fgCPY06/cosa.txt
575 total
549 .fgCPY06/cosa.sig
 27 .fgCPY06/cosa.txt
576 total
549 .fgCPY06/cosa.sig
 28 .fgCPY06/cosa.txt
577 total
549 .fgCPY06/cosa.sig
 29 .fgCPY06/cosa.txt
578 total
549 .fgCPY06/cosa.sig
 30 .fgCPY06/cosa.txt
579 total
549 .fgCPY06/cosa.sig
 31 .fgCPY06/cosa.txt
580 total
549 .fgCPY06/cosa.sig
 32 .fgCPY06/cosa.txt
581 total
549 .fgCPY06/cosa.sig
 33 .fgCPY06/cosa.txt
582 total
549 .fgCPY06/cosa.sig
 34 .fgCPY06/cosa.txt
583 total
549 .fgCPY06/cosa.sig
 35 .fgCPY06/cosa.txt
584 total
549 .fgCPY06/cosa.sig
 36 .fgCPY06/cosa.txt
585 total
549 .fgCPY06/cosa.sig
 37 .fgCPY06/cosa.txt
586 total
549 .fgCPY06/cosa.sig
 38 .fgCPY06/cosa.txt
587 total
549 .fgCPY06/cosa.sig
 39 .fgCPY06/cosa.txt
588 total
549 .fgCPY06/cosa.sig
 40 .fgCPY06/cosa.txt
589 total
549 .fgCPY06/cosa.sig
 41 .fgCPY06/cosa.txt
590 total
549 .fgCPY06/cosa.sig
 42 .fgCPY06/cosa.txt
591 total
549 .fgCPY06/cosa.sig
 43 .fgCPY06/cosa.txt
592 total
549 .fgCPY06/cosa.sig
 44 .fgCPY06/cosa.txt
593 total
549 .fgCPY06/cosa.sig
 45 .fgCPY06/cosa.txt
594 total
549 .fgCPY06/cosa.sig
 46 .fgCPY06/cosa.txt
595 total
549 .fgCPY06/cosa.sig
 47 .fgCPY06/cosa.txt
596 total
549 .fgCPY06/cosa.sig
 48 .fgCPY06/cosa.txt
597 total
549 .fgCPY06/cosa.sig
 49 .fgCPY06/cosa.txt
598 total
549 .fgCPY06/cosa.sig
 50 .fgCPY06/cosa.txt
599 total
549 .fgCPY06/cosa.sig
 51 .fgCPY06/cosa.txt
600 total
549 .fgCPY06/cosa.sig
 52 .fgCPY06/cosa.txt
601 total
549 .fgCPY06/cosa.sig
 53 .fgCPY06/cosa.txt
602 total
549 .fgCPY06/cosa.sig
 54 .fgCPY06/cosa.txt
603 total
549 .fgCPY06/cosa.sig
 55 .fgCPY06/cosa.txt
604 total
549 .fgCPY06/cosa.sig
 56 .fgCPY06/cosa.txt
605 total
549 .fgCPY06/cosa.sig
 57 .fgCPY06/cosa.txt
606 total
549 .fgCPY06/cosa.sig
 58 .fgCPY06/cosa.txt
607 total
549 .fgCPY06/cosa.sig
 59 .fgCPY06/cosa.txt
608 total
549 .fgCPY06/cosa.sig
 60 .fgCPY06/cosa.txt
609 total
549 .fgCPY06/cosa.sig
 61 .fgCPY06/cosa.txt
610 total
549 .fgCPY06/cosa.sig
 62 .fgCPY06/cosa.txt
611 total
549 .fgCPY06/cosa.sig
 63 .fgCPY06/cosa.txt
612 total
549 .fgCPY06/cosa.sig
 64 .fgCPY06/cosa.txt
613 total
549 .fgCPY06/cosa.sig
 65 .fgCPY06/cosa.txt
614 total
549 .fgCPY06/cosa.sig
 66 .fgCPY06/cosa.txt
615 total
549 .fgCPY06/cosa.sig
 67 .fgCPY06/cosa.txt
616 total
549 .fgCPY06/cosa.sig
 68 .fgCPY06/cosa.txt
617 total
549 .fgCPY06/cosa.sig
 69 .fgCPY06/cosa.txt
618 total
549 .fgCPY06/cosa.sig
 70 .fgCPY06/cosa.txt
619 total
549 .fgCPY06/cosa.sig
 71 .fgCPY06/cosa.txt
620 total
549 .fgCPY06/cosa.sig
 72 .fgCPY06/cosa.txt
621 total
549 .fgCPY06/cosa.sig
 73 .fgCPY06/cosa.txt
622 total
549 .fgCPY06/cosa.sig
 74 .fgCPY06/cosa.txt
623 total
549 .fgCPY06/cosa.sig
 75 .fgCPY06/cosa.txt
624 total
549 .fgCPY06/cosa.sig
 76 .fgCPY06/cosa.txt
625 total
549 .fgCPY06/cosa.sig
 77 .fgCPY06/cosa.txt
626 total
549 .fgCPY06/cosa.sig
 78 .fgCPY06/cosa.txt
627 total
549 .fgCPY06/cosa.sig
 79 .fgCPY06/cosa.txt
628 total
549 .fgCPY06/cosa.sig
 80 .fgCPY06/cosa.txt
629 total
549 .fgCPY06/cosa.sig
 81 .fgCPY06/cosa.txt
630 total
549 .fgCPY06/cosa.sig
 82 .fgCPY06/cosa.txt
631 total
549 .fgCPY06/cosa.sig
 83 .fgCPY06/cosa.txt
632 total
549 .fgCPY06/cosa.sig
 84 .fgCPY06/cosa.txt
633 total
549 .fgCPY06/cosa.sig
 85 .fgCPY06/cosa.txt
634 total
549 .fgCPY06/cosa.sig
 86 .fgCPY06/cosa.txt
635 total
549 .fgCPY06/cosa.sig
 87 .fgCPY06/cosa.txt
636 total
549 .fgCPY06/cosa.sig
 88 .fgCPY06/cosa.txt
637 total
549 .fgCPY06/cosa.sig
 89 .fgCPY06/cosa.txt
638 total
549 .fgCPY06/cosa.sig
 90 .fgCPY06/cosa.txt
639 total
549 .fgCPY06/cosa.sig
 91 .fgCPY06/cosa.txt
640 total
549 .fgCPY06/cosa.sig
 92 .fgCPY06/cosa.txt
641 total
549 .fgCPY06/cosa.sig
 93 .fgCPY06/cosa.txt
642 total
549 .fgCPY06/cosa.sig
 94 .fgCPY06/cosa.txt
643 total
549 .fgCPY06/cosa.sig
 95 .fgCPY06/cosa.txt
644 total
549 .fgCPY06/cosa.sig
 96 .fgCPY06/cosa.txt
645 total
549 .fgCPY06/cosa.sig
 97 .fgCPY06/cosa.txt
646 total
549 .fgCPY06/cosa.sig
 98 .fgCPY06/cosa.txt
647 total
549 .fgCPY06/cosa.sig
 99 .fgCPY06/cosa.txt
648 total
549 .fgCPY06/cosa.sig
100 .fgCPY06/cosa.txt
649 total
549 .fgCPY06/cosa.sig
101 .fgCPY06/cosa.txt
650 total
549 .fgCPY06/cosa.sig
102 .fgCPY06/cosa.txt
651 total
549 .fgCPY06/cosa.sig
103 .fgCPY06/cosa.txt
652 total
549 .fgCPY06/cosa.sig
104 .fgCPY06/cosa.txt
653 total
549 .fgCPY06/cosa.sig
